sleep_hours,phone_usage_hours,study_hours_per_day,productivity_score
3.29,3.65,8.48,65.47
6.43,7.9,0.96,25.79
4.28,11.1,1.69,29.5
6.15,0.64,5.79,48.25
3.31,5.84,0.91,24.85
9.84,6.44,4.41,53.0
7.58,11.99,9.77,70.29
7.81,8.52,2.14,44.79
6.57,1.95,2.46,33.54
8.77,6.89,6.93,60.31
8.83,2.27,0.92,45.01
4.11,8.85,8.3,53.82
8.38,4.68,2.39,50.68
6.97,8.1,5.55,57.94
8.34,10.79,2.86,46.61
9.43,9.6,6.76,69.36
5.35,9.66,6.08,48.68
7.0,3.73,9.49,71.95
8.51,7.3,4.73,55.51
9.91,2.66,8.81,73.73
7.29,3.04,5.97,62.4
8.05,8.64,9.19,55.74
8.92,5.18,3.27,54.64
8.26,10.72,5.72,37.3
9.6,6.1,4.21,58.39
4.61,1.29,1.13,23.02
9.35,5.27,5.96,56.25
4.45,2.04,8.05,62.87
6.96,11.94,5.78,53.67
6.66,0.77,3.15,54.75
8.82,6.96,3.01,43.32
5.79,4.69,2.76,49.98
4.0,7.48,9.81,54.33
7.95,6.7,4.29,58.87
7.25,11.06,3.51,34.64
8.79,2.6,4.48,53.98
8.31,1.88,1.6,56.08
9.26,10.51,2.36,28.02
8.87,11.22,5.33,40.6
7.8,4.58,8.09,64.94
6.26,11.5,8.83,46.83
3.14,4.44,8.73,62.96
5.15,7.22,9.48,57.89
8.09,8.17,1.69,42.0
3.42,11.93,0.89,11.77
8.3,2.46,1.5,53.77
6.61,3.89,6.21,58.94
9.07,6.78,5.78,53.01
7.62,2.97,6.88,77.24
8.59,7.17,4.03,46.14
4.2,9.45,4.22,25.61
4.21,10.61,5.68,41.83
4.48,4.37,1.25,21.74
5.33,2.48,8.1,71.53
9.33,8.39,9.27,73.39
8.42,8.4,4.18,43.29
5.55,5.54,7.53,51.68
9.43,7.33,5.71,48.62
8.45,9.68,2.74,36.2
7.59,8.93,1.14,29.88
6.06,8.24,2.84,27.41
7.56,8.11,6.25,64.25
7.15,8.83,0.88,29.68
8.47,7.49,8.44,53.24
4.58,1.47,9.72,65.8
9.2,7.2,1.29,45.53
7.14,10.73,2.84,20.53
8.65,0.93,6.92,78.04
5.43,5.09,8.16,68.7
5.74,5.02,3.79,54.79
9.56,3.42,5.39,59.36
7.35,7.11,8.97,56.94
5.22,2.46,4.15,53.04
3.58,11.04,1.27,12.46
6.04,2.29,9.95,71.34
8.94,11.6,2.21,28.51
4.76,0.63,0.96,39.65
9.02,6.11,4.4,50.14
4.13,0.92,1.65,30.2
3.91,10.59,9.8,49.1
7.24,9.69,4.12,55.08
8.63,3.09,8.35,84.39
8.46,2.09,2.18,51.79
6.81,2.94,1.82,46.22
7.47,1.4,6.67,71.78
4.81,3.22,9.14,68.58
6.86,1.28,1.59,52.39
4.45,10.3,6.1,29.58
9.5,10.31,1.31,43.43
7.75,6.81,8.22,51.3
6.95,11.08,9.14,68.16
4.73,4.53,6.47,52.06
5.86,2.56,7.04,51.68
8.46,4.0,1.03,41.6
4.68,1.92,1.19,35.99
3.9,9.96,2.21,21.41
5.15,9.24,3.1,16.83
8.56,2.68,7.72,75.83
9.18,6.77,4.64,58.88
5.9,3.73,1.24,43.28
8.47,2.01,8.6,76.63
5.33,3.32,9.94,53.99
6.56,7.4,4.82,30.04
3.14,7.98,5.36,51.21
7.98,2.65,1.25,34.35
8.03,9.4,4.14,32.05
3.7,7.11,4.03,41.86
5.51,5.44,9.68,70.27
6.38,7.93,6.77,63.87
8.42,4.33,7.93,65.07
8.77,3.53,1.72,39.65
8.03,11.15,4.46,31.79
4.51,10.84,2.32,24.15
5.49,5.97,8.67,67.78
4.73,7.44,1.95,18.63
7.46,8.05,4.67,57.92
7.53,8.04,1.01,24.05
3.11,6.57,6.53,53.28
8.12,4.1,5.08,39.31
4.61,10.73,5.23,32.6
8.61,6.96,1.47,34.81
8.83,10.93,5.38,58.63
8.58,10.03,5.86,45.48
5.86,7.97,9.65,50.25
5.44,8.67,0.82,37.34
6.05,10.98,9.27,54.93
6.69,7.76,5.06,44.62
4.75,5.89,2.5,40.68
9.52,5.59,6.82,71.97
6.53,11.77,5.41,34.26
3.51,9.14,2.65,19.31
9.98,8.22,6.45,72.76
6.39,1.6,5.0,58.31
9.63,7.26,7.05,68.42
5.73,2.67,7.05,58.05
4.57,4.98,4.99,51.19
8.16,6.91,4.21,49.14
6.03,0.59,1.1,31.74
9.17,10.42,5.19,49.28
6.25,5.54,2.81,46.69
5.37,7.66,1.01,25.41
9.77,2.82,3.64,51.53
8.81,8.56,1.33,43.27
4.44,4.07,6.01,49.61
6.42,6.44,5.28,55.44
3.79,4.22,8.03,71.12
3.75,7.91,3.04,30.38
8.97,10.28,4.03,52.62
9.52,7.87,7.05,51.03
8.17,2.55,9.93,75.34
9.92,3.37,9.09,83.46
3.32,6.51,5.45,41.24
5.32,3.62,6.94,65.44
3.92,2.75,5.55,58.1
8.47,1.04,4.63,54.72
9.23,1.7,6.22,78.88
6.13,7.0,4.17,38.63
8.8,2.74,3.16,54.72
8.93,6.23,7.2,51.91
3.98,7.88,8.78,60.03
5.64,3.38,3.24,41.9
4.32,11.42,7.22,43.5
7.69,3.45,4.62,59.66
5.71,2.36,3.37,33.2
7.67,5.75,6.4,61.37
9.13,5.58,9.42,62.23
5.89,10.37,3.84,31.57
9.8,1.04,7.72,80.56
5.86,3.63,3.49,37.85
4.5,10.61,8.14,48.67
6.7,9.23,7.72,56.61
5.79,0.54,7.77,80.84
3.88,6.57,9.98,54.46
3.16,3.31,1.83,35.86
8.21,11.87,4.19,48.62
9.53,11.81,6.49,46.72
6.08,11.16,6.11,38.37
3.46,0.61,7.92,58.14
8.18,10.91,0.95,26.33
9.07,4.26,7.2,68.73
5.27,7.88,7.51,64.69
4.55,5.67,1.08,21.76
5.36,4.58,5.62,47.57
9.36,3.8,2.83,49.31
5.93,5.42,8.12,66.59
7.58,3.92,0.97,36.0
3.52,11.15,1.89,16.93
4.97,5.53,1.49,21.28
4.6,11.36,1.12,14.71
3.44,4.77,6.2,44.18
3.84,3.49,8.75,76.6
5.92,9.81,5.35,43.15
6.91,6.49,2.5,34.98
5.18,2.37,3.77,46.61
5.94,11.17,3.92,51.87
8.32,11.56,4.79,40.07
4.73,8.41,4.5,20.74
3.24,11.68,6.88,48.21
4.8,8.25,3.73,36.76
9.45,7.67,6.8,79.83
3.13,10.0,5.69,30.66
3.9,1.28,0.96,48.37
3.46,5.59,9.24,52.32
5.64,5.45,2.19,37.57
7.53,7.64,4.79,38.04
9.37,4.49,9.5,63.25
8.56,5.72,2.85,62.87
4.75,10.27,0.71,23.12
7.44,11.4,5.16,35.37
7.65,6.07,2.63,47.68
3.63,8.61,6.03,38.73
5.99,6.79,8.26,73.56
5.18,10.48,5.36,48.93
4.1,3.51,6.63,51.83
3.41,10.43,6.83,51.13
3.19,6.42,8.3,56.16
9.01,5.75,7.04,60.06
5.31,11.45,9.77,52.26
6.45,4.01,4.83,51.56
5.04,1.45,0.98,30.69
4.16,8.23,4.24,28.63
4.83,3.52,8.48,63.41
4.19,7.88,1.76,37.35
8.31,1.14,7.49,75.24
9.35,6.97,5.59,70.03
6.04,3.23,9.06,81.5
8.76,1.37,7.45,78.06
5.98,1.14,6.77,65.03
6.13,11.51,8.93,45.01
6.4,3.55,9.13,81.16
8.74,7.19,4.16,59.86
9.55,6.07,9.31,76.16
8.21,4.67,1.02,42.57
9.22,6.74,7.74,82.69
7.5,6.94,3.7,51.25
8.87,10.13,5.13,36.04
6.9,4.94,8.44,67.08
8.41,4.56,6.55,62.49
7.94,8.31,4.85,48.68
8.24,4.78,2.06,37.0
4.64,6.38,9.42,64.04
4.08,2.49,3.66,37.81
7.57,3.76,1.46,47.59
6.38,2.81,5.86,52.05
8.35,10.17,4.36,48.12
4.03,9.68,6.11,38.61
9.63,5.01,2.72,66.56
7.93,5.56,4.1,37.98
3.16,5.22,9.74,69.44
7.04,2.72,9.4,83.51
5.19,9.51,8.71,60.26
4.92,10.03,7.9,50.13
9.32,7.51,1.99,39.86
8.85,9.03,4.94,39.43
3.07,8.01,7.42,60.53
4.27,1.68,2.99,47.55
8.04,6.84,0.81,39.57
8.94,4.49,4.47,60.67
8.02,3.03,4.54,59.02
6.68,8.15,1.12,27.2
9.89,10.72,3.55,38.96
8.58,12.0,9.21,75.63
6.28,7.14,2.88,32.75
7.08,8.23,5.91,53.77
3.31,7.99,5.13,49.52
9.75,8.49,8.69,64.55
5.54,3.33,6.71,60.56
7.63,2.33,2.01,39.25
7.67,5.19,1.86,35.43
3.4,5.86,5.8,45.61
4.86,9.28,0.94,22.6
7.59,7.66,4.24,33.18
9.39,6.85,4.29,58.36
8.45,6.23,2.37,41.76
7.06,3.07,3.36,36.74
4.63,4.79,3.63,33.85
9.64,1.76,0.61,45.33
5.83,1.26,8.16,70.72
4.05,0.65,9.6,70.51
3.15,1.51,3.25,37.46
9.65,7.34,1.56,36.57
8.45,11.67,9.56,57.56
4.51,0.83,7.54,72.52
3.99,9.51,8.97,61.65
9.72,8.15,3.93,36.23
4.69,10.38,5.1,30.58
6.23,11.37,9.34,55.71
7.28,9.85,4.87,39.91
3.44,9.67,6.88,45.92
5.41,1.49,7.2,55.75
9.61,4.63,8.45,81.58
7.9,7.59,9.76,65.26
5.57,0.7,3.68,47.08
8.54,5.96,2.85,43.96
8.86,0.6,1.24,41.32
4.06,9.03,8.64,54.61
7.11,3.56,3.28,58.36
5.57,9.18,0.97,20.52
6.55,6.02,8.72,62.63
6.28,1.74,5.34,48.56
6.53,11.07,8.46,47.47
6.65,8.53,5.77,55.41
3.48,8.83,3.48,26.12
4.24,3.15,1.73,42.93
6.96,1.94,4.65,54.87
9.55,11.48,0.75,23.5
8.23,4.48,6.22,69.02
4.67,3.2,4.56,33.61
5.53,10.6,1.84,37.1
5.35,5.83,5.54,51.68
8.39,8.02,8.11,53.3
9.81,3.56,9.76,99.53
5.49,11.64,5.51,35.07
3.1,5.95,1.73,24.64
9.56,5.38,8.2,68.91
8.27,1.24,7.11,54.53
8.84,8.64,9.56,71.43
4.46,6.72,5.58,38.8
7.52,11.61,3.89,27.09
4.63,1.97,9.65,77.56
3.08,5.0,5.62,33.21
4.1,3.42,0.65,24.8
9.46,8.18,5.0,56.16
4.51,1.32,0.52,34.24
7.1,11.92,7.51,56.97
9.78,8.71,5.88,57.7
3.53,4.88,1.54,15.97
8.66,4.74,8.22,88.07
7.18,6.03,5.6,64.98
5.26,8.53,1.58,20.91
5.55,7.3,2.02,42.74
3.19,6.07,8.31,41.94
4.79,2.75,3.88,31.21
5.96,2.5,8.3,76.13
8.02,11.03,1.16,26.08
4.92,6.84,2.82,16.01
7.06,7.17,7.76,69.37
8.12,5.48,6.6,69.97
7.89,8.64,3.41,45.42
7.13,9.72,9.39,58.89
7.06,5.23,2.51,36.73
8.05,1.11,8.57,85.01
5.35,3.4,7.11,49.0
6.15,9.95,1.65,35.98
9.76,6.94,5.77,58.07
7.68,10.63,9.33,67.16
6.64,4.89,6.38,50.45
7.05,4.12,5.52,61.4
3.73,0.52,3.98,48.45
7.14,2.57,7.99,55.43
8.86,4.35,9.17,70.88
6.67,1.41,7.66,87.86
4.24,7.45,7.39,66.56
6.14,11.88,2.33,23.64
4.95,1.17,8.42,70.1
5.52,5.01,0.89,29.24
4.58,5.1,7.69,48.46
5.34,1.3,2.5,41.87
8.75,2.63,5.13,61.95
8.3,5.71,7.1,63.48
6.43,11.49,7.71,48.35
8.48,7.06,8.94,63.63
9.83,1.65,3.18,61.45
5.84,9.03,2.63,31.46
9.86,10.36,9.96,78.59
4.72,9.79,2.47,25.4
9.68,9.91,6.82,53.94
9.05,9.84,9.55,66.05
4.39,3.06,9.02,58.38
5.45,7.33,4.71,50.66
7.96,2.37,6.56,75.73
4.34,4.28,5.53,52.99
7.13,5.3,3.79,57.27
6.74,5.47,1.87,34.61
5.04,5.54,8.13,64.39
5.1,9.51,1.36,18.05
6.61,7.63,6.29,65.06
5.1,7.88,6.15,33.22
4.26,9.34,3.68,29.81
8.41,2.88,1.79,47.28
7.07,5.84,8.1,64.7
6.06,10.33,4.89,36.6
4.27,8.62,7.39,48.63
7.16,10.62,0.66,38.66
7.4,5.71,1.21,29.07
6.36,9.31,2.17,24.19
5.61,3.56,1.58,29.92
9.07,10.48,2.32,33.74
7.93,3.91,7.02,65.24
5.49,4.42,0.95,37.19
7.15,8.75,0.86,22.54
4.64,9.1,0.8,14.97
3.08,1.1,7.13,68.65
9.08,2.23,5.59,71.15
8.73,3.37,4.02,58.28
7.48,12.0,6.92,42.36
8.68,9.96,5.76,42.05
8.47,8.72,0.57,39.0
9.02,11.58,8.47,73.84
9.24,8.4,3.83,63.88
8.73,8.45,4.3,55.88
8.96,10.83,7.93,64.05
6.51,3.97,2.28,34.18
7.96,0.52,0.6,46.55
5.33,8.72,9.13,58.16
9.03,2.3,5.3,53.99
9.01,3.8,3.82,63.21
3.46,9.96,8.28,46.48
5.43,9.45,0.75,24.99
4.2,5.96,2.42,41.33
3.95,1.7,1.98,37.21
5.9,3.93,7.51,56.93
7.38,5.97,3.46,53.86
5.41,9.33,7.84,53.48
5.16,11.82,0.89,21.78
3.66,7.69,6.28,51.83
5.68,1.11,3.52,55.11
6.3,3.04,2.28,40.85
5.79,3.48,8.26,77.46
7.76,7.8,4.42,51.65
5.02,0.71,5.93,47.97
8.01,6.33,0.81,27.49
9.18,11.95,8.02,53.39
7.14,9.34,3.23,34.3
5.72,9.35,7.09,33.47
4.26,9.07,7.72,40.45
9.53,8.36,1.61,45.35
8.26,3.93,3.31,55.5
4.73,9.5,7.37,54.95
4.05,7.93,2.71,31.09
3.35,3.13,8.56,66.39
4.33,11.76,3.46,30.58
8.13,11.82,4.32,32.21
7.41,4.8,1.45,37.23
9.77,9.16,1.9,25.95
5.25,8.34,3.12,34.2
8.51,7.21,0.96,38.2
3.84,2.58,2.33,41.83
6.94,5.88,4.38,51.13
6.27,8.89,4.11,36.7
8.87,11.87,2.39,38.83
7.91,7.56,1.26,30.83
4.36,9.15,3.52,35.49
9.89,11.01,7.58,59.41
8.76,7.56,5.35,63.36
5.48,9.29,9.49,72.66
8.78,5.77,1.83,46.53
9.7,3.86,2.47,56.58
9.23,6.17,3.16,51.78
6.89,1.52,0.62,50.37
7.04,11.19,9.46,63.69
3.75,4.07,4.73,42.12
4.15,5.8,5.08,32.25
9.88,8.01,2.0,24.09
8.39,6.3,8.79,70.82
3.18,3.75,7.08,44.75
6.83,11.82,4.6,47.86
5.42,10.26,8.84,57.04
5.18,1.68,9.1,76.3
6.9,4.72,0.97,43.47
5.24,2.73,1.63,42.38
4.76,6.0,0.76,24.2
9.56,2.9,6.03,69.34
3.28,4.09,2.57,27.75
6.05,6.49,8.53,64.88
6.58,2.16,4.93,50.13
6.08,10.4,8.46,51.38
7.6,4.67,5.78,66.16
3.18,11.01,8.06,35.55
9.19,0.85,4.03,64.96
6.5,9.37,9.48,66.97
6.88,10.45,6.84,50.19
6.24,11.82,6.16,49.66
6.11,2.02,3.85,51.13
4.31,5.49,9.4,66.82
6.53,9.24,3.71,36.61
5.95,6.41,8.44,71.02
6.28,9.94,4.34,31.51
3.1,11.81,7.79,40.41
3.92,9.2,9.16,52.29
8.34,9.04,4.92,48.38
5.93,7.03,5.5,35.59
8.2,5.83,3.64,58.36
4.2,10.1,1.02,16.62
7.89,3.18,6.7,66.25
5.02,10.41,1.64,23.54
7.94,10.13,3.86,50.83
3.61,8.98,3.82,35.45
5.34,8.5,1.93,27.88
3.84,0.59,6.83,60.89
7.41,11.89,2.16,40.5
5.75,5.01,7.89,64.24
3.52,4.87,2.87,25.41
6.68,11.87,3.23,38.26
3.17,3.28,3.77,34.97
8.73,11.46,1.95,30.31
9.57,4.93,4.63,63.86
8.67,1.63,1.26,55.74
9.66,6.52,4.56,56.02
9.28,8.62,3.73,50.52
9.26,7.5,3.71,47.75
4.72,11.45,6.78,57.41
4.62,4.91,7.81,73.0
8.67,5.58,3.88,58.05
6.44,3.33,2.99,48.73
9.6,7.15,5.2,63.68
9.28,11.31,7.98,74.25
9.25,4.47,6.62,54.71
5.28,1.82,0.86,22.41
3.93,4.71,5.06,40.57
7.75,10.66,9.91,62.35
6.08,10.85,3.85,39.02
9.54,1.9,4.69,53.28
8.98,9.29,3.23,41.42
9.5,2.13,5.23,60.99
6.98,10.67,2.03,33.44
6.68,5.96,2.85,46.62
8.93,10.84,7.26,48.84
6.58,1.36,1.81,44.11
9.3,1.38,9.3,88.27
3.24,11.26,3.43,15.16
5.51,9.38,5.96,46.85
8.84,2.17,3.56,66.29
4.47,10.74,5.04,20.0
5.79,10.32,9.09,67.43
3.07,6.68,1.15,29.93
5.11,2.4,8.64,62.26
5.23,5.36,5.8,53.91
8.13,6.83,6.82,51.21
7.74,2.91,1.03,27.85
6.11,10.37,7.73,49.92
8.1,10.09,1.71,32.24
6.0,0.77,9.67,68.83
6.04,0.73,8.09,68.19
7.52,5.52,5.18,46.58
8.06,11.13,9.28,75.83
8.93,9.33,2.11,39.87
8.26,11.52,9.92,64.62
7.69,3.77,7.31,62.84
6.93,11.63,1.43,33.68
5.16,6.61,5.6,41.2
4.83,7.53,7.25,56.22
8.9,3.13,6.32,66.38
8.02,5.81,4.53,37.35
7.66,9.2,2.86,49.64
4.81,4.54,2.76,39.22
9.79,1.3,9.31,80.95
3.57,10.13,2.73,19.71
8.87,0.88,9.64,75.59
4.48,1.61,2.5,36.23
5.75,7.83,4.15,40.93
6.0,8.19,0.62,23.74
7.64,6.82,9.08,72.92
6.83,1.39,1.49,37.33
4.3,9.43,3.89,30.34
3.21,7.38,8.5,42.37
8.02,8.21,8.02,63.79
6.53,0.53,8.49,64.99
5.53,1.51,9.18,62.89
4.99,8.79,9.16,59.91
8.76,8.29,7.82,65.91
8.57,2.78,6.03,55.72
8.78,6.31,5.83,65.04
4.53,4.09,0.62,38.67
8.96,7.69,7.36,64.99
9.9,9.67,2.65,31.08
7.19,2.66,8.37,69.72
3.33,7.97,5.76,45.82
7.92,5.5,9.88,78.04
6.77,2.72,2.5,47.56
7.98,5.06,7.37,62.81
4.32,1.7,5.7,67.46
7.24,8.06,9.35,71.09
6.77,11.98,3.03,46.16
7.22,8.93,1.06,37.28
8.09,10.3,5.67,63.38
6.81,3.1,5.46,58.58
5.25,1.72,3.46,48.51
5.16,0.52,9.87,68.23
7.87,8.89,1.16,30.53
7.65,9.97,5.91,47.25
5.95,2.67,2.97,31.08
5.47,6.0,0.52,22.58
7.34,7.23,9.88,71.31
5.19,11.52,5.08,33.91
9.74,11.01,8.64,68.19
7.18,0.68,8.48,76.67
7.14,1.07,8.22,82.48
3.95,11.53,4.86,23.12
7.27,1.17,9.01,76.0
5.06,7.19,3.99,38.46
6.16,1.41,4.38,68.42
6.77,8.17,2.93,38.04
6.35,2.62,4.76,49.03
8.67,0.89,9.87,77.47
3.7,3.71,5.95,61.39
4.17,6.61,8.4,47.59
4.1,6.65,3.0,33.6
8.72,9.28,9.58,62.07
3.83,1.2,0.63,33.07
9.8,0.59,9.34,97.33
9.78,8.71,9.03,69.3
9.94,11.47,1.14,52.72
9.86,2.72,6.25,72.56
4.04,2.22,7.96,54.96
7.6,4.44,4.34,68.78
5.8,8.58,1.37,22.73
8.12,9.26,8.38,67.89
5.84,11.27,4.93,35.14
5.68,9.72,3.0,38.76
9.33,0.82,1.17,48.01
6.46,2.87,6.58,53.54
8.18,4.59,0.9,50.84
7.55,11.39,8.02,64.12
7.6,7.46,7.82,51.64
5.44,11.96,3.57,36.53
4.77,4.15,4.99,53.14
9.2,11.1,6.86,67.16
3.17,8.53,9.61,59.59
4.21,10.7,5.44,28.65
3.93,11.11,9.97,58.89
9.65,5.71,3.59,45.0
3.04,10.53,5.5,24.13
3.06,11.81,1.6,7.14
4.59,8.17,5.79,62.53
4.95,3.48,5.59,50.34
6.92,3.6,8.56,67.43
9.73,9.15,9.97,66.86
6.26,4.28,9.87,75.96
5.02,5.23,2.74,47.77
8.72,6.56,3.72,42.87
5.7,10.98,3.11,29.67
3.99,8.68,2.4,24.62
8.56,3.85,1.93,43.92
3.02,2.04,5.36,39.85
4.44,3.83,8.79,74.25
7.45,4.34,6.1,68.55
3.72,8.93,8.79,68.46
4.79,5.39,9.62,63.78
5.75,11.98,4.14,41.02
5.77,0.9,8.44,57.84
9.81,4.57,1.0,43.7
7.73,1.49,5.07,62.48
3.26,4.6,4.0,39.11
4.55,5.49,2.45,35.76
7.32,10.75,4.66,27.68
7.99,5.39,4.72,54.23
5.66,0.79,8.18,50.17
9.0,11.48,8.75,54.56
9.6,2.17,6.74,63.96
7.3,9.4,6.52,44.47
6.94,2.8,1.55,27.5
8.26,11.12,5.96,36.15
8.47,3.11,3.11,54.11
4.51,10.33,3.3,40.9
6.38,5.27,1.4,34.41
6.13,5.64,6.54,41.11
9.59,7.74,6.05,60.89
3.78,6.11,2.59,31.72
9.6,4.37,3.0,58.25
7.01,3.29,7.84,85.82
5.02,3.56,8.03,72.37
9.09,8.59,5.18,59.74
3.35,1.75,1.92,30.33
5.23,6.96,1.03,18.87
8.27,4.86,3.08,45.99
8.79,4.56,7.45,65.99
4.17,8.73,6.21,49.34
9.59,6.29,7.32,62.31
3.38,1.39,4.98,52.8
6.03,10.96,7.67,41.23
3.68,10.83,5.07,30.1
3.68,5.39,1.3,20.5
9.4,0.66,1.26,43.9
9.33,1.19,8.4,78.99
7.31,6.15,6.48,64.33
9.76,1.44,3.15,60.62
6.44,5.6,7.69,62.6
8.48,2.68,1.79,43.08
3.68,9.73,6.63,48.53
5.77,4.73,9.9,67.06
6.61,4.85,1.93,34.86
8.45,0.79,1.85,35.23
5.34,8.02,4.94,55.15
9.86,9.39,6.61,48.94
8.14,3.53,0.75,44.17
6.73,7.59,5.25,54.63
5.32,7.94,1.29,29.93
7.49,7.74,2.79,46.49
7.71,8.53,7.27,67.9
7.75,9.53,7.52,52.61
7.1,9.22,7.43,64.37
5.8,7.1,1.12,26.94
8.72,11.3,7.97,63.14
4.81,9.48,4.61,50.71
7.38,10.74,5.02,34.86
6.3,6.34,4.49,53.6
9.25,8.56,8.64,84.96
7.13,10.43,6.96,45.02
8.99,6.71,5.25,56.6
9.67,10.55,8.43,60.61
3.89,8.84,8.15,51.95
6.89,9.17,0.55,7.79
9.19,11.16,5.05,38.55
9.1,4.3,0.9,47.12
4.37,7.34,3.42,37.29
6.37,3.64,8.14,75.83
4.56,6.59,9.47,60.19
9.28,5.6,2.8,53.59
3.02,5.76,0.7,29.65
4.53,2.9,4.32,43.8
5.86,7.69,3.68,45.4
4.55,9.65,6.93,46.49
9.82,3.59,5.2,59.28
4.71,1.93,4.29,59.19
5.54,3.44,2.68,48.04
4.22,9.19,8.37,44.97
9.49,1.23,2.86,53.96
5.88,7.6,1.02,34.98
4.83,9.93,5.86,35.36
4.72,9.72,3.51,21.98
7.1,11.86,7.27,52.37
9.84,9.58,1.27,31.63
9.82,2.05,9.68,87.6
9.87,4.49,2.28,60.13
5.71,3.0,3.89,57.91
9.4,4.83,5.07,59.8
6.11,7.82,8.96,68.47
6.57,3.83,7.36,68.76
6.64,1.98,1.88,48.52
3.45,8.71,4.67,37.06
4.24,1.85,5.66,61.85
9.2,11.4,7.17,46.76
9.27,7.61,5.93,57.0
4.41,9.29,4.84,30.94
5.12,9.98,7.77,45.86
8.81,7.89,4.09,41.15
4.43,8.57,9.88,63.7
9.17,9.59,9.5,57.52
8.76,5.72,7.22,68.85
8.65,0.53,8.88,84.96
9.24,11.62,4.24,53.85
9.21,3.29,6.02,66.95
9.42,2.22,3.09,62.51
9.16,11.07,8.91,70.55
7.25,6.72,4.97,37.84
4.1,3.67,5.59,33.77
7.26,11.22,8.71,59.61
9.6,10.34,8.07,66.91
9.77,5.74,3.56,57.29
8.1,11.5,1.33,22.98
7.86,1.57,2.04,45.9
9.57,11.28,3.72,42.33
5.04,5.79,3.4,37.1
4.06,5.81,0.86,11.97
5.03,5.71,4.6,51.42
9.64,5.45,1.51,41.48
4.49,6.68,2.6,30.27
4.57,11.94,7.98,42.86
4.35,0.67,5.2,42.25
6.39,6.25,4.04,38.18
8.57,3.76,2.26,43.73
5.67,2.47,8.73,72.37
3.7,11.14,9.09,42.73
8.18,4.92,5.43,73.07
7.27,6.78,9.25,76.9
6.35,11.2,4.92,45.74
9.75,6.01,1.52,54.67
6.29,3.81,0.66,29.83
8.13,1.61,1.72,30.81
4.11,7.38,6.42,54.03
5.92,10.98,3.55,39.81
4.49,1.43,6.66,46.73
5.44,5.63,5.33,45.46
6.36,8.14,3.66,30.8
4.22,1.66,2.58,43.84
8.62,1.41,1.27,39.0
5.63,2.85,7.93,50.24
9.28,2.01,8.28,68.03
7.72,4.84,5.64,63.33
4.24,5.22,1.99,28.6
7.49,5.71,3.0,30.06
3.16,6.15,9.57,56.54
8.65,1.17,2.65,39.6
9.82,8.12,1.04,28.44
7.74,8.94,5.73,45.32
9.49,2.08,2.99,48.82
5.06,3.11,9.6,72.18
5.97,3.73,5.96,69.51
5.97,5.29,9.68,80.5
3.78,5.12,7.96,57.45
8.58,2.87,7.37,71.79
6.47,1.34,8.39,59.57
6.43,3.84,6.25,68.15
7.68,9.46,0.61,12.96
4.2,1.17,4.23,59.67
8.67,4.71,2.58,45.13
5.56,2.72,4.63,41.56
3.56,8.69,4.97,19.85
4.33,4.31,1.71,25.39
4.77,5.07,0.72,22.88
4.25,11.05,1.81,26.86
4.7,7.53,8.65,46.58
9.97,9.97,7.68,62.16
6.76,8.38,8.09,67.53
7.22,11.54,3.12,37.68
4.16,7.07,2.74,29.37
3.31,3.37,0.86,19.18
5.17,8.49,4.99,32.74
8.39,9.93,4.13,51.46
6.91,11.63,8.44,46.67
3.08,7.6,6.98,49.53
8.52,9.95,1.87,16.05
3.73,8.67,9.88,53.92
6.08,9.41,7.82,59.4
10.0,7.37,7.34,54.8
3.85,3.85,2.56,36.59
8.71,1.51,9.1,90.38
8.59,8.78,5.0,57.3
6.12,10.04,3.33,47.72
9.92,9.37,6.72,68.06
5.16,0.96,2.51,28.05
5.21,1.13,9.12,62.64
4.07,1.69,8.62,69.01
5.59,9.98,4.92,56.68
5.07,7.52,2.31,16.93
7.23,7.28,5.22,47.43
3.29,2.95,1.92,35.18
5.17,1.38,3.06,40.82
3.03,9.66,5.09,37.1
3.04,10.03,0.7,19.93
8.74,3.39,7.77,79.76
8.25,10.0,2.37,27.72
8.21,4.1,8.73,81.77
5.48,9.84,0.71,32.29
7.89,1.29,5.56,55.37
4.8,4.46,7.88,57.74
5.17,9.36,2.76,37.98
6.94,3.82,7.22,67.03
7.9,0.96,7.35,68.99
4.86,2.23,6.56,42.0
7.75,11.56,3.96,41.27
9.74,7.4,7.96,66.45
6.46,2.54,6.47,61.68
5.85,7.95,6.11,39.56
4.63,7.67,8.28,64.94
5.49,5.19,2.82,47.87
6.7,8.17,2.71,37.32
9.61,1.79,4.17,57.07
4.83,4.2,1.19,28.51
4.62,0.93,3.71,52.71
9.72,11.02,4.36,42.1
7.24,10.77,5.2,36.28
8.15,2.85,2.91,54.71
8.81,8.64,9.12,54.37
3.57,9.85,3.21,28.68
6.39,5.18,8.59,66.59
3.98,9.89,4.73,46.2
7.37,6.16,7.32,72.84
9.68,9.67,1.55,39.48
3.39,9.21,5.67,34.95
4.92,6.96,9.63,70.69
10.0,6.33,6.83,73.66
3.04,3.87,8.29,58.47
3.98,5.23,2.98,26.4
3.57,5.01,8.1,62.69
8.35,1.69,3.84,61.22
8.26,6.53,5.11,58.83
8.44,7.17,2.29,39.32
8.42,11.64,5.11,58.85
8.85,3.75,5.4,49.22
8.41,5.09,6.41,56.77
6.38,6.85,8.75,61.65
